Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,12.982681274414062,13.097572326660156,12.695453643798828,12.752899169921875,8.49167537689209,53620392
2014-01-03,12.752899169921875,12.867790222167969,12.638008117675781,12.810344696044922,8.529925346374512,41807455
2014-01-06,12.810344696044922,12.867790222167969,12.40822696685791,12.46567153930664,8.300420761108398,40715986
2014-01-07,12.46567153930664,12.810344696044922,12.46567153930664,12.638008117675781,8.415173530578613,34356914
2014-01-08,12.752899169921875,12.867790222167969,12.580562591552734,12.580562591552734,8.376922607421875,34470936
2014-01-09,12.580562591552734,13.269908905029297,12.523117065429688,13.269908905029297,8.835933685302734,144281983
2014-01-10,13.327354431152344,13.38479995727539,13.04012680053711,13.155017852783203,8.759430885314941,72846442
2014-01-13,13.327354431152344,13.442244529724121,13.04012680053711,13.04012680053711,8.682929039001465,90467493
2014-01-14,12.925235748291016,12.982681274414062,12.695453643798828,12.810344696044922,8.529925346374512,57713837
2014-01-15,12.867790222167969,12.982681274414062,12.752899169921875,12.752899169921875,8.49167537689209,49239718
2014-01-16,12.867790222167969,12.925235748291016,12.695453643798828,12.695453643798828,8.453424453735352,45658932
2014-01-17,12.695453643798828,12.867790222167969,12.638008117675781,12.810344696044922,8.529925346374512,35444032
2014-01-20,12.810344696044922,12.867790222167969,12.695453643798828,12.752899169921875,8.49167537689209,27333735
2014-01-21,12.695453643798828,12.810344696044922,12.40822696685791,12.46567153930664,8.300420761108398,78445663
2014-01-22,12.40822696685791,12.523117065429688,12.178444862365723,12.23589038848877,8.147418022155762,63585490
2014-01-23,12.23589038848877,12.40822696685791,12.120999336242676,12.120999336242676,8.070916175842285,49398999
2014-01-24,12.063553810119629,12.23589038848877,12.063553810119629,12.23589038848877,8.147418022155762,35355252
2014-01-27,12.063553810119629,12.120999336242676,12.006108283996582,12.063553810119629,8.032666206359863,47939355
2014-02-05,11.718880653381348,11.891217231750488,11.546544075012207,11.6614351272583,7.764910697937012,59075128
2014-02-06,11.718880653381348,11.776326179504395,11.603989601135254,11.6614351272583,7.764910697937012,28836899
2014-02-07,11.833771705627441,12.178444862365723,11.776326179504395,12.120999336242676,8.070916175842285,46445765
2014-02-10,12.23589038848877,12.293335914611816,11.948662757873535,11.948662757873535,7.956164360046387,33798124
2014-02-11,11.948662757873535,12.006108283996582,11.891217231750488,11.891217231750488,7.917913913726807,21254059
2014-02-12,11.948662757873535,12.178444862365723,11.948662757873535,12.063553810119629,8.032666206359863,34035740
2014-02-13,12.23589038848877,12.638008117675781,12.23589038848877,12.293335914611816,8.185669898986816,100930455
2014-02-14,12.46567153930664,12.580562591552734,12.350781440734863,12.46567153930664,8.300420761108398,63212963
2014-02-17,12.580562591552734,12.752899169921875,12.293335914611816,12.293335914611816,8.185669898986816,63441876
2014-02-18,12.120999336242676,12.178444862365723,12.006108283996582,12.063553810119629,8.032666206359863,41375742
2014-02-19,12.063553810119629,12.178444862365723,12.006108283996582,12.120999336242676,8.070916175842285,18552368
2014-02-20,12.063553810119629,12.120999336242676,11.948662757873535,12.006108283996582,7.994416236877441,30132911
2014-02-21,12.120999336242676,12.638008117675781,12.063553810119629,12.580562591552734,8.376922607421875,116808984
