Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,91.119873046875,93.18250274658203,90.6345443725586,92.45452117919922,92.45452117919922,1583679
2014-01-03,92.21185302734375,93.66783142089844,90.87721252441406,92.21185302734375,92.21185302734375,1446039
2014-01-06,98.64241790771484,98.64241790771484,98.64241790771484,98.64241790771484,98.64241790771484,1345488
2014-01-07,101.43304443359375,101.91836547851562,96.33712005615234,97.42910766601562,97.42910766601562,4903924
2014-01-08,97.42910766601562,98.88507843017578,96.57978820800781,96.70111846923828,96.70111846923828,1937668
2014-01-09,96.70111846923828,99.97706604003906,96.70111846923828,97.06510925292969,97.06510925292969,2918453
2014-01-10,97.06510925292969,99.61306762695312,96.21578979492188,97.5504379272461,97.5504379272461,1510738
2014-01-13,99.24907684326172,99.24907684326172,92.9398422241211,92.9398422241211,92.9398422241211,2073659
2014-01-14,92.21185302734375,94.39582061767578,88.93590545654297,94.27449035644531,94.27449035644531,1206612
2014-01-15,94.88114929199219,96.57978820800781,93.18250274658203,96.57978820800781,96.57978820800781,1400709
2014-01-16,98.15708923339844,101.06904602050781,97.18643951416016,99.00641632080078,99.00641632080078,3546485
2014-01-17,99.49173736572266,99.97706604003906,97.9144287109375,99.7343978881836,99.7343978881836,1515271
2014-01-20,99.7343978881836,103.37434387207031,99.7343978881836,102.76768493652344,102.76768493652344,2981091
2014-01-21,103.85967254638672,103.85967254638672,100.09839630126953,100.34105682373047,100.34105682373047,1922833
2014-01-22,100.2197265625,101.06904602050781,98.27842712402344,98.27842712402344,98.27842712402344,1165815
2014-01-23,98.27842712402344,100.09839630126953,96.0944595336914,96.0944595336914,96.0944595336914,1087517
2014-01-24,96.0944595336914,97.5504379272461,95.00247955322266,96.57978820800781,96.57978820800781,820068
2014-01-27,93.4251708984375,95.85179901123047,93.4251708984375,93.4251708984375,93.4251708984375,870755
2014-02-05,90.99854278564453,99.7343978881836,90.7558822631836,98.27842712402344,98.27842712402344,1772418
2014-02-06,98.03575897216797,100.46238708496094,96.82244873046875,96.82244873046875,96.82244873046875,1256064
2014-02-07,98.27842712402344,99.7343978881836,96.82244873046875,96.94377899169922,96.94377899169922,1283674
2014-02-10,97.5504379272461,99.49173736572266,96.57978820800781,97.18643951416016,97.18643951416016,1277905
2014-02-11,97.30777740478516,97.79309844970703,95.12380981445312,95.609130859375,95.609130859375,1034357
2014-02-12,96.21578979492188,98.03575897216797,95.85179901123047,95.97312927246094,95.97312927246094,1219387
2014-02-13,96.57978820800781,99.37040710449219,96.57978820800781,97.42910766601562,97.42910766601562,1575025
2014-02-14,98.64241790771484,99.49173736572266,94.63848114013672,94.63848114013672,94.63848114013672,1331065
2014-02-17,94.63848114013672,95.609130859375,91.119873046875,91.119873046875,91.119873046875,1973108
2014-02-18,91.119873046875,92.9398422241211,91.119873046875,91.96919250488281,91.96919250488281,727758
2014-02-19,91.96919250488281,92.81851196289062,91.36253356933594,91.72653198242188,91.72653198242188,683664
2014-02-20,91.72653198242188,92.45452117919922,90.02789306640625,90.02789306640625,90.02789306640625,771028
2014-02-21,90.99854278564453,93.66783142089844,90.51321411132812,91.4838638305664,91.4838638305664,1087929
2014-02-24,92.21185302734375,92.69718170166016,89.90656280517578,90.51321411132812,90.51321411132812,675835
2014-02-25,90.87721252441406,92.69718170166016,90.7558822631836,90.87721252441406,90.87721252441406,839436
2014-02-26,90.87721252441406,92.09052276611328,90.87721252441406,91.4838638305664,91.4838638305664,607015
2014-02-27,92.21185302734375,92.69718170166016,91.36253356933594,91.6052017211914,91.6052017211914,510997
2014-03-03,91.6052017211914,91.6052017211914,89.78522491455078,90.51321411132812,90.51321411132812,651109
2014-03-04,90.02789306640625,91.6052017211914,90.02789306640625,90.7558822631836,90.7558822631836,421160
2014-03-05,91.84786224365234,94.39582061767578,91.4838638305664,93.91049194335938,93.91049194335938,1777363
